,link_id,x_vector,y_vector
84,90,"[1.0, 1.6913616842618056, 2.2419016211380187, 2.6925933211946202, 2.9088284868475283, 3.3019142457261883, 3.57289883140633, 3.8150291272989825, 4.06280916237692, 4.218191140062254, 4.272948905981836, 4.598682468406929, 4.86235466314501, 5.004837591793753, 5.089999734627819, 5.218241767271644, 5.421403502358062, 5.430697183139995, 5.422783670200442, 5.47349681459508, 5.496281807910824, 5.795924998475255, 5.692891085427027, 5.9995237630616955, 6.146757402634729, 6.2054472955932845, 6.294867177435608, 6.120154096744283, 6.145013481972324, 6.42088195332396, 6.145774106466344, 6.391067591678295, 6.433633015026727, 6.761788525846821, 6.71778503868313, 6.6269378730693225, 6.640728600294073, 6.699199104156515, 6.67795568422792, 6.786788618239097, 6.964248226397262, 6.733399609053342, 7.147300309178161, 7.006385045641455, 7.072410609748367, 7.221187957215963, 7.073941262943574, 7.122284936908661, 7.320517814358284]","[14.02, 13.96, 14.206666666666665, 14.645, 14.376000000000003, 14.559999999999997, 14.720000000000002, 15.3475, 14.968888888888888, 15.31, 15.021818181818185, 15.868333333333338, 16.159999999999997, 16.208571428571428, 15.802666666666667, 15.76375, 16.256470588235292, 16.167777777777772, 15.94105263157895, 16.014000000000003, 15.81809523809524, 16.476363636363633, 15.991304347826086, 16.579166666666666, 16.8368, 16.653076923076927, 16.79407407407407, 16.36571428571428, 16.264137931034483, 16.633333333333336, 16.412903225806453, 16.52125, 16.748484848484846, 17.681764705882347, 17.336000000000002, 17.43277777777778, 16.94216216216216, 16.904210526315797, 16.812820512820508, 16.9425, 17.221463414634147, 17.14666666666666, 17.767906976744182, 17.354545454545455, 17.474222222222224, 17.99521739130434, 17.361702127659576, 17.569166666666668, 17.972244897959182]"
85,91,"[1.0, 1.709763465035137, 2.2182807916429597, 2.6611844994264295, 3.043304074541286, 3.3426898221817525, 3.530334839486352, 3.8683462803105355, 3.912540216894625, 4.235751023010213, 4.316133579784935, 4.586295425314511, 4.611845163934882, 4.9101188693475475, 4.918438040493779, 5.109873258202716, 5.358432507006298, 5.515543107513136, 5.409628183203925, 5.352205147746186, 5.501652997432977, 5.812831200774703, 5.899779406272492, 5.998612356734969, 5.923018843371551, 6.159817126430014, 6.240848650695443, 6.199712952389931, 6.347678815335046, 6.437974129094468, 6.3746239951622385, 6.756581349414899, 6.281831626228911, 6.464010009231012, 6.466169644655163, 6.536086390584087, 6.6406957439951375, 6.85316917202514, 6.805377134926066, 7.015232847722279, 6.79079749416688, 6.677044135754653, 7.192864304425666, 7.099863984026126, 7.128365435787946, 7.092925261648024, 7.307002948640406, 7.345571222980489, 7.400619173506558]","[13.96, 14.24, 14.326666666666668, 14.435, 14.527999999999999, 14.993333333333338, 15.199999999999996, 14.6925, 14.59777777777778, 15.658, 15.025454545454544, 15.308333333333335, 15.286153846153848, 15.958571428571426, 15.976000000000004, 15.81875, 16.20823529411765, 16.367777777777775, 16.183157894736844, 15.452000000000004, 16.088571428571434, 16.528181818181814, 16.424347826086958, 16.780833333333334, 16.380800000000004, 16.670769230769228, 16.78888888888889, 16.720714285714276, 16.654482758620688, 17.008000000000003, 17.009032258064515, 17.6325, 16.36121212121212, 16.920000000000005, 16.832000000000004, 17.021666666666665, 17.143783783783782, 17.349473684210526, 17.12205128205128, 17.854499999999994, 16.88146341463415, 16.560476190476194, 17.83395348837209, 17.65863636363637, 17.394222222222226, 17.24434782608696, 18.196170212765956, 18.235416666666662, 18.24326530612245]"
86,92,"[1.0, 1.5344533571004164, 1.9325977376297745, 2.303441699167706, 2.4387590308414304, 2.704740647724421, 2.8486486680608203, 2.99210775775178, 3.1007039502250775, 3.2789590689997197, 3.443872167379925, 3.68666428976816, 3.679278339948118, 3.8406167206244874, 3.7109935236438396, 3.7317372591741917, 3.764396681042478, 4.026005104359595, 4.053128276997618, 4.164245520793173, 4.154087813569454, 4.200889768340876, 4.287290244925549, 4.478661424778619, 4.501069260151646, 4.606253676615632, 4.401557774085641, 4.55956742650383, 4.564233331088772, 4.523393439156011, 4.7951250344486205, 4.672370799027703, 4.751847986969691, 4.804879557366862, 5.0990648155384575, 5.067023430915165, 4.7295218910926335, 4.920896766140262, 4.94433689675421, 4.944562741143324, 4.918822828762569, 5.013409528004084, 5.0934150984841855, 4.911509098548243, 4.921605511440249, 5.255485565005219, 5.2272372132962435, 5.246937881234701, 5.07639999353379]","[8.88, 8.95, 9.659999999999998, 9.455, 9.640000000000002, 9.800000000000004, 9.811428571428571, 9.825, 10.48, 10.011999999999999, 10.449090909090906, 10.806666666666667, 10.740000000000002, 11.002857142857145, 10.345333333333333, 10.52125, 10.442352941176472, 10.898888888888884, 11.116842105263157, 11.214, 10.879047619047617, 10.847272727272728, 11.286086956521737, 11.514166666666663, 11.715200000000003, 11.56, 11.485925925925926, 11.371428571428572, 11.47241379310345, 11.308000000000003, 11.841935483870968, 11.624375, 11.832727272727276, 11.932352941176468, 12.31028571428571, 12.358888888888892, 11.521621621621623, 12.11368421052632, 11.794358974358977, 12.074000000000005, 11.614146341463416, 11.901904761904763, 11.952093023255811, 11.596363636363638, 11.844000000000001, 12.418260869565215, 12.212340425531913, 12.40125, 11.858367346938776]"
87,93,"[1.0, 1.6735150925785605, 2.1497656105115928, 2.6049108546119673, 2.9230789109777033, 3.152357813938075, 3.548399546388127, 3.6667516577053014, 3.944578725802799, 3.893024218928303, 4.175002701126541, 4.310754089060895, 4.597394779148545, 4.741839944471709, 4.80667803349898, 4.905568665652246, 5.176943685357489, 5.2205589512127935, 5.04790681440466, 5.106040104162877, 5.3342101590751545, 5.503105644053075, 5.83249711276836, 5.656276340791735, 5.707763156283686, 5.645740065156189, 5.995555182382223, 6.065068824268589, 5.963544765642763, 6.039009828593041, 5.934816241873767, 6.287888634854965, 6.0639528456896326, 6.023173277955774, 6.400771786898317, 6.453022050177525, 6.340910912015264, 6.441383900280476, 6.78150416817586, 6.527352407578426, 6.453819993842114, 6.940374574575337, 6.605102079896941, 6.60828281079722, 6.695137680783139, 6.650579896353397, 6.8927332574392715, 6.822711070161697, 6.974112432566501]","[12.9, 13.35, 13.153333333333338, 13.715, 13.559999999999997, 14.083333333333332, 13.808571428571431, 14.17, 14.348888888888888, 13.856, 14.183636363636365, 14.158333333333333, 14.37846153846154, 15.264285714285716, 14.976000000000004, 14.65875, 14.784705882352936, 15.294444444444439, 14.561052631578947, 14.709000000000003, 15.302857142857144, 15.218181818181815, 15.900869565217395, 15.629999999999997, 15.4376, 15.496923076923075, 15.62296296296296, 16.189285714285717, 15.959999999999994, 15.636000000000001, 15.745161290322578, 15.854375, 15.8230303030303, 15.278235294117646, 16.013142857142856, 16.486111111111114, 15.964864864864866, 16.046315789473685, 16.720000000000002, 16.373, 16.114146341463414, 17.467142857142857, 16.323720930232557, 16.014545454545452, 16.821333333333328, 16.438695652173912, 16.649787234042552, 16.38125, 16.60244897959184]"
88,95,"[1.0, 1.707420757776795, 2.192699173823888, 2.6192290967252445, 2.963731791565572, 3.4140866542051844, 3.5415193715758693, 3.889288742645458, 3.9509340348775415, 4.185944207011536, 4.28505438296191, 4.755170336564841, 4.7103133420284875, 4.909460977760163, 5.13410529052723, 5.122350201311487, 5.263044381501061, 5.32121556104734, 5.797052180915045, 5.476912775271371, 5.664131654273905, 5.483000403991995, 5.786310116149646, 5.821981607841415, 5.9852381191085735, 5.8198720182445, 6.15851732183705, 6.124229270952295, 6.177339652756125, 6.567526719501806, 6.214537567651702, 6.30677843575763, 6.5890131709463615, 6.471149515577007, 6.702559435356661, 6.7963251239549365, 6.862087682999723, 6.944164666910402, 6.709436089172695, 6.772454250313551, 6.943634294445528, 7.038442040264585, 6.8912837557658255, 7.042234276553264, 7.065817910587072, 6.891600196608014, 7.166615686873004, 7.322330839765882, 7.293648388580871]","[13.78, 13.79, 13.966666666666665, 14.65, 14.608000000000002, 15.083333333333337, 14.948571428571428, 14.9925, 14.982222222222225, 15.328000000000005, 15.358181818181817, 15.758333333333326, 15.329230769230767, 16.162857142857142, 16.316, 15.9325, 16.23058823529412, 15.66777777777778, 16.722105263157896, 16.160999999999998, 16.48857142857143, 15.655454545454544, 16.387826086956522, 16.375833333333336, 16.0256, 16.275384615384613, 16.562962962962967, 16.583571428571428, 16.564137931034487, 17.026000000000007, 16.527741935483867, 16.61, 17.38909090909091, 16.91647058823529, 17.294285714285717, 17.597222222222218, 17.528648648648645, 17.52473684210526, 17.028205128205126, 16.839000000000002, 17.53756097560976, 17.501904761904758, 17.4553488372093, 17.301363636363632, 16.955999999999996, 17.30608695652174, 17.525106382978723, 18.18541666666667, 17.721632653061217]"
89,96,"[1.0, 1.6697666481265552, 2.205382889973465, 2.6049663321032672, 2.9463334903189007, 3.394740622431884, 3.62853844288013, 3.6893411262805533, 4.0875287610516455, 4.276883359435399, 4.371796425188352, 4.570445012583972, 4.753629009244206, 4.914566855540489, 5.1385128447178205, 4.945889577804691, 4.956153957474553, 5.2339675751018095, 5.3917169882565075, 5.353313924325168, 5.820855222926107, 5.830411324316658, 5.808554005468761, 5.946589602004353, 6.128162423297953, 5.894010670311079, 6.208117467859309, 6.199149229378604, 6.255179175612317, 6.035071994424538, 6.2608219207034495, 6.356775220057761, 6.380278960519764, 6.637160553984901, 6.623223573794482, 6.665628157687644, 6.724228507134179, 6.6568345510484015, 6.638258465166274, 6.9530406875081505, 6.990019891866398, 6.9465391019031175, 7.081954536518371, 7.089793150897613, 6.997677330642949, 7.52161330386715, 7.295753619173103, 7.157942211828248, 6.971582444945387]","[14.02, 14.11, 14.25333333333333, 14.3, 14.488, 15.190000000000007, 14.968571428571419, 14.6675, 15.535555555555556, 15.604000000000001, 15.26727272727273, 15.558333333333328, 15.318461538461536, 15.93142857142857, 16.036000000000005, 15.35625, 15.57764705882353, 15.695555555555554, 15.569473684210525, 15.402000000000003, 17.03714285714285, 16.37272727272727, 15.89913043478261, 16.770833333333336, 16.931999999999995, 16.19384615384615, 17.124444444444446, 16.602857142857143, 16.87931034482758, 16.392000000000003, 16.68064516129033, 16.97125, 16.593939393939394, 17.395294117647058, 17.070285714285713, 17.399444444444445, 17.14, 16.749473684210525, 16.79025641025641, 17.6205, 17.680487804878048, 17.27, 17.811162790697676, 17.481363636363636, 17.412888888888887, 18.112608695652174, 17.784680851063836, 17.696666666666665, 17.29142857142857]"
90,97,"[1.0, 1.5540761460761465, 1.8790966911485483, 2.238785758456408, 2.353979508893912, 2.634937320787825, 2.6182027539660795, 2.8307702068180185, 3.117224082549072, 3.158374857274706, 3.207055167889696, 3.2517316647411065, 3.301454782967756, 3.4213720685059146, 3.594986500977677, 3.609494825280635, 3.722180276851679, 3.6723182859495056, 3.6964073290760955, 3.8699255428373447, 4.130101443439782, 3.997115020070417, 3.884625997217936, 3.979064439684538, 4.136888409040264, 4.111767184828986, 3.876104481086866, 3.9879464144757755, 3.971046915884243, 4.140440573283206, 4.159454950921, 4.244339421403543, 4.06767969079039, 4.109748756675503, 4.2405082520150295, 4.299818184102197, 4.384229329722537, 4.344983741811841, 4.3330743695966225, 4.428546587306675, 4.45880654465175, 4.311741688391266, 4.406638891811591, 4.447137447046562, 4.359707300926039, 4.493474947579664, 4.335480446831027, 4.411166928937071, 4.481883188699033]","[7.8, 8.01, 8.219999999999997, 8.175, 8.624, 9.21, 9.05714285714286, 8.95, 9.093333333333335, 9.409999999999998, 9.203636363636363, 9.093333333333332, 9.438461538461539, 9.404285714285713, 9.790666666666667, 9.70375, 9.705882352941178, 9.72777777777778, 9.499999999999998, 9.767999999999999, 10.546666666666665, 10.214545454545453, 9.828695652173911, 10.046666666666665, 10.4408, 10.026153846153848, 9.819259259259262, 9.88285714285714, 9.800689655172414, 10.238666666666665, 10.352258064516132, 10.289375, 10.079393939393936, 10.15058823529412, 10.570285714285717, 10.492222222222225, 10.499999999999995, 10.142105263157896, 10.418461538461536, 10.516500000000002, 10.480975609756097, 10.447619047619046, 10.468837209302324, 10.627272727272727, 10.43777777777778, 10.553043478260868, 10.375744680851062, 10.579166666666667, 10.648571428571431]"
91,98,"[1.0, 1.4507603507603508, 1.825483712967459, 2.068540689015147, 2.18399832701586, 2.3793207689520117, 2.6118569264528118, 2.756343089764361, 2.8980549606064976, 3.0018801926184278, 3.0971050094321426, 3.0338498979247794, 3.01561306928887, 3.182416047960791, 3.0774831062330694, 3.5028761920199605, 3.477957401335922, 3.4251268717227505, 3.4290849742883807, 3.6105087748437903, 3.5527435947031774, 3.5953473207711055, 3.685757417702675, 3.4586032586243682, 3.9230192200993184, 3.717048441879953, 3.6266032356995677, 3.752347672119276, 3.8974799455179077, 3.870759213699803, 3.6004059099643717, 3.765909897121686, 3.8742662497844855, 4.092275353951831, 3.8579131142130154, 3.9363146242865876, 4.214136680975415, 4.195159411868833, 4.072099329296675, 4.019425829741088, 4.0559365617322465, 4.210392394647771, 4.185817581469416, 4.0188525353527975, 4.213339108538503, 3.944480365809816, 4.1556377523301276, 4.158288095843366, 4.1382867740041345]","[6.92, 7.17, 7.37333333333333, 7.95, 7.475999999999999, 7.676666666666666, 8.28, 8.36, 8.65555555555556, 8.315999999999999, 8.72, 8.585, 8.444615384615384, 8.909999999999998, 8.16, 9.32125, 9.104705882352942, 8.876666666666665, 9.05263157894737, 8.994000000000002, 8.902857142857147, 9.13090909090909, 9.342608695652167, 8.669166666666667, 9.655199999999997, 9.302307692307695, 8.801481481481483, 9.27357142857143, 9.451724137931036, 9.507333333333335, 8.783225806451613, 9.165625, 9.16242424242424, 9.657058823529413, 9.29657142857143, 9.486666666666666, 10.034054054054057, 10.115263157894738, 9.58102564102564, 9.584000000000001, 9.525365853658537, 9.760476190476192, 9.926046511627908, 9.615454545454545, 9.658666666666665, 9.265217391304345, 9.811489361702126, 9.755, 9.771428571428574]"
92,99,"[1.0, 1.652974408721952, 2.189740805001472, 2.60509328141239, 3.014578971231356, 3.2501555363730357, 3.516542141748248, 3.8995967010909753, 4.028082107936038, 4.324286697961261, 4.352284483997482, 4.552698905298442, 4.643386430452254, 4.968220978544121, 4.965556580431215, 5.182384155874058, 5.297831754624292, 5.576752521187687, 5.245940341281076, 5.3551758036617505, 5.4837998554175025, 5.71628572762491, 5.905803188699588, 5.821764313747286, 5.9446670770208945, 5.819015747959291, 5.878978168206107, 6.081684629791771, 6.165428799900366, 6.356554486702463, 6.4914478507663285, 6.329538415068332, 6.5378887835875865, 6.584711402151738, 6.321195022886492, 6.531415469107643, 6.507619135748283, 6.8331783999327635, 6.688425232973972, 6.721682405281776, 6.717296447050263, 6.688655975673307, 6.789674723449646, 6.738285842836558, 7.1510462755281266, 6.879655879007693, 7.048027220974582, 7.038609276057588, 6.730778331114704]","[14.12, 14.22, 14.293333333333335, 14.325, 14.747999999999996, 14.910000000000002, 15.017142857142858, 15.3775, 15.02888888888889, 15.325999999999995, 15.587272727272735, 15.680000000000001, 15.573846153846157, 15.885714285714283, 15.713333333333326, 15.85, 16.381176470588244, 16.85222222222222, 15.742105263157894, 15.898, 15.97619047619048, 16.401818181818186, 16.476521739130437, 16.303333333333338, 16.500799999999998, 16.273076923076918, 16.127407407407407, 16.4, 16.64689655172414, 16.978666666666665, 17.185161290322586, 16.5025, 16.94363636363637, 17.369411764705884, 16.64914285714286, 16.96388888888889, 16.60108108108108, 17.31842105263158, 16.934871794871796, 17.223499999999998, 17.001951219512193, 16.93761904761905, 17.071162790697674, 17.05863636363637, 17.721333333333334, 17.54782608695652, 17.233617021276597, 17.198750000000004, 16.800408163265313]"
93,100,"[1.0, 1.4505620931356225, 1.8031067527244002, 2.059984157053816, 2.320602265785843, 2.2745384986087243, 2.481010459059544, 2.6874975284951415, 2.655438906810492, 2.9201926371092712, 2.914192153752344, 2.9676116411278577, 3.165722460723461, 3.0999394066014805, 3.1269630106514126, 3.542012762954128, 3.31960832938704, 3.378455159886903, 3.4227394911833535, 3.6932279654157893, 3.429187647797516, 3.6857801666769525, 3.6888747901799666, 3.499990599884744, 3.705486043765323, 3.5648632484755063, 3.8810066960803518, 3.8812003247843365, 3.719004905863399, 3.772723085990352, 3.8549651996918497, 3.82715989562015, 4.015532970853029, 3.939686672282008, 3.8612460859268243, 4.079952900268382, 4.09527942870255, 4.078222895657962, 3.9399738864812033, 4.075571337599651, 4.146758865209755, 4.206343566053709, 3.958493247861519, 4.1273214772463795, 4.1860148702409425, 4.041627681515714, 4.041453731150657, 4.066603168826451, 4.210296764558136]","[6.9, 7.18, 7.56, 7.26, 7.988, 7.183333333333333, 7.791428571428571, 8.12, 8.148888888888889, 8.255999999999998, 8.134545454545455, 8.305000000000001, 8.783076923076925, 8.574285714285715, 8.445333333333336, 9.2175, 8.872941176470587, 8.9, 9.001052631578945, 9.464, 8.664761904761905, 9.102727272727272, 9.357391304347827, 8.711666666666668, 9.047199999999998, 8.936923076923081, 9.618518518518517, 9.645, 9.077241379310344, 9.280666666666669, 9.314193548387097, 9.12, 9.80969696969697, 9.430588235294117, 9.208571428571428, 9.828333333333331, 9.758918918918917, 9.544210526315787, 9.488205128205129, 9.685500000000001, 9.747804878048782, 9.853809523809524, 9.308372093023255, 9.744545454545454, 9.677333333333332, 9.336086956521738, 9.44468085106383, 9.527916666666668, 9.834285714285713]"
94,101,"[1.0, 1.2661435786435788, 1.4273586136086138, 1.6023084270390775, 1.5480818152435794, 1.6814700322112488, 1.7011770629439362, 1.754735390052116, 1.7725254167060445, 1.82602888623768, 1.7949558120370241, 1.798392204796139, 1.8112210870045606, 1.8334325948036605, 1.8054233010580865, 1.8949593164534084, 1.8617338268049826, 1.8654208833689478, 1.9409477250228426, 1.9059739122111767, 1.9452291117362615, 1.9177724815133033, 1.9367071775379419, 1.9260119074055195, 1.9395608057919203, 1.9252583622900425, 1.9247537437693925, 1.914687682972301, 1.9651865654435101, 1.9375571402317135, 1.9151963283189863, 1.978403027327421, 1.9312095486408212, 1.9742780504090038, 1.9905480535087445, 1.990758536965438, 1.961986668570891, 1.9349042890490233, 1.9713478700139688, 1.9623527425780696, 1.9867533942062354, 2.010632520998083, 1.9737648297478179, 2.008385047453782, 1.982993061272841, 1.9950767956427358, 1.9721633605176425, 2.0100799074800255, 1.987066701474064]","[3.96, 4.23, 4.080000000000001, 4.615, 4.396, 4.659999999999999, 4.797142857142857, 4.815, 4.848888888888889, 5.080000000000002, 4.709090909090909, 4.748333333333332, 4.813846153846154, 4.728571428571428, 4.7426666666666675, 4.9875, 4.904705882352942, 4.905555555555555, 4.993684210526316, 4.939000000000001, 5.051428571428571, 4.839090909090909, 4.77913043478261, 4.868333333333335, 5.031199999999999, 4.914615384615384, 4.951111111111112, 4.805, 5.024137931034483, 4.912, 4.843870967741935, 5.015, 4.902424242424243, 5.008823529411765, 5.1834285714285695, 5.000555555555554, 5.002162162162162, 4.94, 5.079999999999999, 4.91, 5.034146341463415, 5.1066666666666665, 5.0162790697674415, 5.089090909090909, 5.086222222222221, 5.009130434782608, 5.027234042553192, 5.060833333333332, 4.937142857142856]"
95,102,"[1.0, 1.7148423171539877, 2.360364266168614, 2.824330625195587, 3.2714416487742572, 3.568056016275753, 3.9186500772393575, 4.189177660558576, 4.3877229286546005, 4.620627292038014, 4.687886567711431, 4.932511391489654, 5.046181164900656, 5.0824688555063, 5.30894338415705, 5.3390741653332885, 5.444936984680535, 5.533546399911136, 5.761419430307927, 5.847509072936244, 5.787424843511221, 5.860341685691249, 5.864242219532782, 5.773587184619861, 6.083810279237448, 6.07030794077646, 6.108894461339492, 6.111934819626761, 6.361973816027212, 6.1339625078582625, 6.392396663059348, 6.5157635865056855, 6.58156914131076, 6.416429292203726, 6.555126591038802, 6.468217809406678, 6.686722982367114, 6.514116540937153, 6.711063744959414, 6.745455239173042, 6.59968190668531, 6.604178309513498, 6.466730230827993, 6.7272694586090545, 6.810446655460811, 6.747153021885843, 6.759955408581349, 6.792143616724924, 6.810173818927629]","[17.88, 17.94, 18.23333333333334, 18.515, 18.804, 18.636666666666663, 18.922857142857143, 19.075, 18.78, 18.844000000000005, 18.985454545454544, 19.108333333333334, 19.087692307692308, 19.105714285714285, 19.66666666666667, 18.94625, 19.095294117647065, 19.031111111111112, 19.492631578947364, 19.478999999999996, 19.270476190476185, 19.009090909090915, 19.27043478260869, 18.92333333333333, 19.2104, 19.086153846153845, 19.292592592592595, 19.146428571428572, 19.53724137931034, 19.242666666666672, 19.363225806451613, 19.66375, 19.85636363636364, 19.520588235294117, 19.696571428571428, 19.32388888888888, 19.68486486486487, 19.208421052631582, 19.887692307692312, 19.706000000000003, 19.38829268292683, 19.321904761904765, 19.171162790697675, 19.441363636363636, 19.673333333333332, 19.374347826086957, 19.466382978723406, 19.57541666666667, 19.33265306122449]"
96,103,"[1.0, 1.7061515922158335, 2.2972214757584415, 2.5811465841320707, 3.007712120833836, 3.2609445114619873, 3.4600763497259033, 3.703791474021651, 3.834394856710322, 3.962836244023939, 4.140695637318007, 4.231177887795094, 4.321738140821428, 4.639021496754562, 4.4548370080131665, 4.458759423713433, 4.546213941757113, 4.705812758704341, 4.750866096093599, 4.847607786835408, 4.980673546661962, 4.832097358462403, 4.865991736387216, 5.078667242179282, 5.199586755700653, 5.32845295309723, 5.123933557221051, 5.179341824826095, 5.219977637250591, 5.196117988378787, 5.201489729506855, 5.160325397052585, 5.202466437966917, 5.263281860155588, 5.266939204658343, 5.37900889923571, 5.714555719900004, 5.320887228303454, 5.322610403219194, 5.49748891202635, 5.650452259536104, 5.488510166548785, 5.325752809637041, 5.354533736262097, 5.450514975802497, 5.52733646393381, 5.47419675139829, 5.574257003447177, 5.5674405972003145]","[14.1, 14.05, 14.373333333333335, 14.295, 14.879999999999997, 14.60333333333333, 14.899999999999999, 14.895, 14.642222222222221, 14.748, 14.881818181818176, 15.046666666666665, 14.847692307692306, 15.668571428571429, 14.969333333333337, 15.1475, 15.185882352941176, 15.634444444444433, 15.098947368421056, 15.198000000000002, 15.173333333333328, 15.331818181818186, 15.212173913043477, 15.43333333333333, 15.4944, 15.716153846153848, 15.1562962962963, 15.325714285714284, 15.272413793103446, 15.429333333333332, 15.45548387096775, 15.160625, 15.276969696969697, 15.468823529411772, 15.143428571428567, 15.374444444444443, 16.226486486486483, 15.297894736842103, 14.977435897435896, 15.482000000000005, 15.896097560975614, 15.30761904761905, 15.281395348837211, 15.257272727272719, 15.446222222222223, 15.468695652173913, 15.427659574468082, 15.579166666666666, 15.35795918367347]"
97,106,"[1.0, 1.516921522921523, 1.9042835644747411, 2.1929920628196964, 2.4430955906427365, 2.641883643178885, 2.662211418520722, 2.8858232699281596, 3.0181248895899393, 3.1011273395799446, 3.036546060516656, 3.227319005131313, 3.461698662897078, 3.3067069944221874, 3.767771677562739, 3.6699739226267525, 3.7125422960104886, 3.722542433346208, 3.8694222397141487, 3.7974359397646213, 3.8968719884992002, 4.0667540765708, 3.9993959531788863, 4.043673598747698, 4.10463793847199, 4.181884857600682, 4.230224721679262, 4.155840098768251, 4.184262030568087, 4.33337220328476, 4.193968013567404, 4.564388729553369, 4.392106809698124, 4.634262129149384, 4.482478480863146, 4.419709483495125, 4.50081051350739, 4.4773855696506795, 4.457076385600742, 4.591335703148891, 4.608389555097268, 4.5633519890294485, 4.6821061779037185, 4.450238646858292, 4.61533619953175, 4.823814646561667, 4.645783574096814, 4.64233100054024, 4.645887014950563]","[7.62, 8.01, 8.666666666666668, 8.49, 8.895999999999999, 8.923333333333332, 8.957142857142856, 9.1825, 9.153333333333334, 9.420000000000002, 9.285454545454543, 9.381666666666666, 9.595384615384614, 9.190000000000001, 10.218666666666666, 10.0625, 9.782352941176471, 9.772222222222222, 9.969473684210525, 9.868999999999998, 10.176190476190476, 10.273636363636365, 10.10086956521739, 10.534166666666668, 10.279199999999998, 10.769999999999998, 10.615555555555556, 10.412142857142857, 10.508965517241379, 10.522, 10.326451612903224, 10.78875, 10.504848484848482, 11.26235294117647, 10.827428571428575, 10.586666666666668, 10.81027027027027, 10.716842105263158, 10.762051282051283, 10.978499999999997, 10.733658536585367, 10.895238095238096, 11.036744186046512, 10.529999999999996, 10.892888888888885, 11.064782608695657, 10.945106382978725, 10.812500000000002, 10.853469387755105]"
98,107,"[1.0, 1.7703418891135134, 2.3170563559032447, 2.86167393336153, 3.2041539449218295, 3.638217433114353, 3.9224307548551467, 4.3927004747875955, 4.558477833018506, 4.932171247927257, 5.054886660826373, 5.44810342866642, 5.591953886268991, 5.841402375699995, 5.918851377052753, 6.169342300312216, 6.369260414206927, 6.684878082569056, 7.025759798367642, 7.126774586050374, 7.172835662996383, 7.377005785070858, 7.59109927736817, 7.652589945310034, 7.88738485989709, 8.32596216113772, 8.234777992956312, 8.443645205293139, 8.577217501002186, 8.675073249254355, 8.81084316199142, 8.879983873259327, 8.90682254015182, 9.154045290348165, 9.271408703149858, 9.346754587381735, 9.432730529007486, 9.532889980210342, 9.597775752366534, 9.547723401606165, 9.746793013821014, 9.586913859500875, 9.916128555801269, 9.870679511010655, 9.909846858065016, 10.069121676462338, 10.05745437837145, 10.223791763097436, 9.960483990562306]","[18.8, 19.32, 19.733333333333327, 20.35, 20.467999999999996, 20.56, 21.70571428571429, 22.7575, 22.384444444444444, 23.174, 23.359999999999996, 24.276666666666674, 24.252307692307685, 25.11285714285715, 25.571999999999992, 25.65375, 26.110588235294127, 26.70666666666667, 27.64421052631579, 28.213000000000008, 27.758095238095237, 28.623636363636365, 29.531304347826094, 29.109166666666667, 30.09040000000001, 31.467692307692317, 30.645185185185184, 31.739285714285714, 31.59310344827587, 31.49933333333334, 32.534193548387094, 32.825, 31.96181818181818, 32.70823529411765, 33.160000000000004, 33.64277777777778, 33.929729729729736, 33.93473684210526, 33.9876923076923, 33.89150000000001, 34.45317073170732, 34.02952380952381, 35.11767441860466, 34.38590909090909, 34.39688888888889, 34.91, 35.480851063829796, 35.672083333333326, 34.22367346938776]"
99,109,"[1.0, 1.2064047619047622, 1.4269833499833504, 1.515147352647353, 1.5942768887459289, 1.602327007925743, 1.715043987128171, 1.7457759670298154, 1.7419596808824616, 1.7616792431260466, 1.797903331585449, 1.822304119156987, 1.8431606858252794, 1.8343781966845094, 1.8246034058149534, 1.8670847119360479, 1.8671973216254698, 1.8558613042889904, 1.8526236139838286, 1.8277023118460134, 1.9070437161690799, 1.8897465631987378, 1.8842809259158164, 1.866480477556076, 1.899711907699236, 1.9059912680838136, 1.8841464664022345, 1.9118342989316424, 1.9148633001319937, 1.8927391495865211, 1.9019415662093508, 1.9261319691585619, 1.9108097605022922, 1.9063397441167556, 1.9218229126410207, 1.9332590116599013, 1.9201559614566954, 1.90661143474472, 1.9391758462620896, 1.9635398108234494, 1.9444043315863677, 1.9607215261568784, 1.9362424289792157, 1.929772971916031, 1.9351179337148747, 1.9464187600652665, 1.95134085638015, 1.933362515705928, 1.9455944023631184]","[4.24, 3.98, 4.573333333333334, 4.31, 4.372000000000002, 4.296666666666666, 4.474285714285716, 4.575, 4.482222222222223, 4.61, 4.700000000000002, 4.795, 4.7215384615384615, 4.722857142857142, 4.618666666666667, 4.60375, 4.76470588235294, 4.657777777777778, 4.697894736842105, 4.612999999999999, 4.832380952380952, 4.680909090909092, 4.723478260869566, 4.665833333333332, 4.7024, 4.846153846153847, 4.528148148148149, 4.763571428571428, 4.728965517241379, 4.657333333333334, 4.6974193548387095, 4.751875, 4.705454545454545, 4.672352941176468, 4.724571428571428, 4.794444444444444, 4.663783783783784, 4.609473684210527, 4.767179487179487, 4.889, 4.814146341463414, 4.784761904761905, 4.814418604651165, 4.712272727272727, 4.7284444444444444, 4.773478260869567, 4.781276595744682, 4.701666666666667, 4.648979591836735]"
