,link_id,x_vector,y_vector
92,92,"[1.0, 1.974920729567317, 2.5523619252040644, 2.8859596740639692, 3.2433053267156016, 3.3741899060674556, 3.565049557001136, 3.6871142176154206, 3.982244934430808, 4.118022914089216, 4.4535846769625875, 4.421571786564389, 4.454096123564465, 4.6076931341548395, 4.5499907055190505, 4.558186309554186, 4.808795484341182, 4.769187727314412, 4.905837543950753, 4.889466217045449, 4.7336313797255745, 5.074943831203136, 5.259357928887081, 4.942999339040904, 5.262291266163007]","[8.76, 9.3, 9.468, 9.748571428571427, 10.146666666666668, 10.181818181818182, 10.46769230769231, 10.153333333333334, 11.064705882352944, 11.114736842105263, 11.832380952380953, 11.4, 11.357599999999998, 11.545185185185183, 11.711724137931032, 11.361935483870964, 11.838787878787885, 11.504000000000003, 11.887027027027028, 11.75333333333333, 11.266341463414635, 11.96372093023256, 12.132, 11.606382978723403, 12.309795918367344]"
93,93,"[1.0, 2.2039063848686276, 2.9380442941187783, 3.4687572803345996, 3.9393578388630988, 4.2833261523184385, 4.519557849599683, 4.828788493003433, 5.0526961967713, 5.447548550114472, 5.307963199162646, 5.406578523926908, 5.69899635579769, 5.607184056322474, 5.982893993407841, 6.355622173580521, 6.065680114047417, 6.383571380882544, 6.450136555210489, 6.477388066350022, 6.266485797345929, 6.591430856247179, 6.625493727374037, 7.177806016105901, 7.0693528470591165]","[12.68, 13.693333333333333, 13.711999999999996, 13.911428571428571, 14.631111111111114, 14.625454545454547, 14.416923076923075, 14.929333333333334, 15.102352941176468, 15.70105263157895, 15.025714285714292, 15.057391304347824, 15.56, 15.079259259259254, 16.004137931034478, 16.72774193548387, 15.587878787878783, 16.53885714285714, 16.276216216216213, 16.192820512820514, 15.446829268292685, 16.34139534883721, 16.069333333333333, 17.46255319148936, 16.950612244897954]"
94,94,"[1.0, 1.6742008857155923, 2.081166594843066, 2.21071972904453, 2.4289873312230954, 2.571039935828529, 2.5959178785034465, 2.7466833016279337, 2.7348219959444937, 2.81544117947478, 2.871760664345175, 2.777178000512586, 2.891926913612047, 2.970462295326542, 2.9506770750047298, 2.9188045953835102, 2.8663270372589595, 2.8593466267628362, 2.95403994703423, 2.9106003437672983, 3.0398415433785315, 2.9714986865935145, 2.9556739421955114, 2.99250801496798, 2.9813371792014727]","[5.92, 6.56, 6.58, 6.9485714285714275, 6.886666666666667, 7.225454545454543, 7.075384615384614, 7.406666666666665, 7.24235294117647, 7.379999999999999, 7.544761904761902, 7.190434782608698, 7.3344000000000005, 7.587407407407406, 7.417931034482758, 7.412903225806453, 7.203636363636365, 7.097142857142854, 7.456216216216217, 7.26102564102564, 7.512195121951221, 7.452093023255815, 7.466666666666668, 7.51872340425532, 7.311020408163266]"
95,95,"[1.0, 2.1810425877373656, 3.019241597700705, 3.544222807716301, 3.9570680339272, 4.3991167147547445, 4.576477440906739, 5.00091446610657, 5.430227801515728, 5.295133701457099, 5.717943127213783, 5.74416189121393, 6.006604104244059, 6.0236393039341865, 6.127232573106309, 6.382291446879715, 6.444494541147684, 6.4091405968678705, 6.741503478066496, 6.753848291000793, 7.011810238506725, 7.250958764370158, 7.406820691403075, 7.262401381626636, 7.102061718781999]","[13.9, 14.42, 14.799999999999994, 15.131428571428572, 15.259999999999996, 15.46727272727273, 15.4, 15.794666666666672, 16.244705882352935, 16.082105263157892, 16.651428571428575, 16.095652173913045, 16.655999999999995, 16.548888888888886, 16.671034482758614, 16.60258064516129, 17.000606060606064, 16.678857142857147, 17.501081081081082, 17.068205128205122, 17.69512195121951, 17.82232558139534, 18.37244444444445, 17.87489361702127, 17.328571428571433]"
96,96,"[1.0, 2.2525014967603205, 3.0447838914824064, 3.5495412314466073, 4.1421256595006914, 4.4273512671526145, 4.842547334611801, 5.016198270920848, 5.290035183563094, 5.363171111781209, 5.692328198276588, 5.922841118722389, 5.8900683522124675, 6.002608165650127, 6.464695437095984, 6.4825805919323525, 6.419898277793701, 6.911897360418157, 6.715756846810525, 6.938318805217441, 6.994026373769167, 7.034096403912262, 7.267700567274118, 7.075417562926463, 7.290908200487301]","[14.02, 14.133333333333335, 14.936000000000003, 15.14, 15.255555555555553, 15.394545454545458, 15.767692307692307, 15.762666666666666, 15.554117647058826, 15.563157894736843, 16.579047619047618, 16.48521739130435, 16.343200000000003, 16.55259259259259, 17.06137931034483, 17.225806451612907, 16.693939393939395, 17.405714285714293, 17.274594594594593, 17.56153846153846, 17.25073170731707, 17.28325581395349, 18.081333333333337, 17.60127659574468, 17.689387755102043]"
97,97,"[1.0, 1.8473567021214083, 2.354953632901849, 2.787127353223765, 2.9347588950962735, 3.0918462987512187, 3.4236550004814217, 3.707672777524544, 3.580550467622102, 3.7005171169256625, 3.82558542635237, 3.836678446211076, 4.058627794859357, 4.185215443726502, 4.0171691328592765, 4.237040810818509, 4.237292048287625, 4.365443525236471, 4.095371183414636, 4.378010301621364, 4.371769306890879, 4.433596101411353, 4.452467998361312, 4.358677466738329, 4.259481590524862]","[8.06, 7.793333333333334, 8.664000000000001, 9.362857142857143, 8.906666666666666, 9.101818181818182, 9.483076923076922, 10.07733333333333, 9.765882352941176, 9.76315789473684, 9.899047619047623, 10.110434782608694, 10.1944, 10.465185185185186, 10.177241379310345, 10.39290322580645, 10.45757575757576, 10.536, 9.98918918918919, 10.514358974358977, 10.554634146341463, 10.454883720930233, 10.523555555555554, 10.201702127659573, 10.15877551020408]"
98,98,"[1.0, 1.7462687035187026, 2.303402833105633, 2.3691169055006847, 2.728936607413018, 2.935725395956594, 3.0903124981490198, 3.350975429880803, 3.323785125607279, 3.5135045146860393, 3.5354898407855404, 3.3831027521184613, 3.7975409772785933, 4.013215458007945, 3.8116005792991694, 3.9656385410255273, 3.838677251145076, 3.9552623074413322, 3.8570550582508365, 4.149962382846671, 4.013342820889726, 4.1727262684990345, 4.095249806280229, 4.0143365962169995, 4.233332045917997]","[7.06, 7.2799999999999985, 7.815999999999999, 7.485714285714287, 8.411111111111111, 8.256363636363636, 8.398461538461538, 8.815999999999997, 9.02941176470588, 9.155789473684209, 8.859047619047622, 8.465217391304348, 9.5984, 9.526666666666669, 9.364137931034481, 9.619354838709677, 9.211515151515151, 9.742857142857144, 9.240540540540541, 9.664102564102565, 9.411219512195121, 9.906046511627906, 9.65466666666667, 9.525106382978722, 9.982448979591835]"
99,99,"[1.0, 2.2554661557912334, 2.9478011933924244, 3.61562910566596, 3.9642627596706346, 4.436261377141541, 4.80258057768152, 5.038613770408382, 5.314569781509554, 5.520692551456702, 5.562393970678085, 5.663830446881426, 6.042603362026893, 6.180628109360524, 6.089000897049163, 6.212176575024599, 6.5685268743636, 6.3879044168703025, 6.147280085713928, 6.474637695193843, 6.825356624670674, 6.676019543497191, 6.985911000891582, 7.1389803740466995, 6.859186093780007]","[13.62, 14.113333333333335, 14.336000000000002, 14.968571428571433, 15.175555555555553, 15.914545454545452, 15.681538461538462, 16.40533333333333, 16.062352941176474, 16.316842105263156, 16.083809523809524, 16.088695652173918, 16.740000000000002, 16.98962962962963, 16.53034482758621, 16.610967741935482, 17.04848484848485, 16.58628571428571, 16.05837837837838, 16.691282051282048, 17.12975609756097, 17.08046511627907, 17.235999999999997, 17.550212765957447, 16.965306122448983]"
100,100,"[1.0, 1.8102268287268288, 2.13314232654345, 2.503116883536489, 2.6666168809666044, 3.005758339608996, 3.1243687911446307, 3.534824535178683, 3.3220004765448987, 3.5695647293198767, 3.646315389445351, 3.7939290121952105, 3.8358863583619915, 3.71668620074994, 3.662299733457623, 3.678733128592255, 3.7488286795945838, 3.7835557536786046, 4.116053775191254, 4.078762494786655, 4.196712649210512, 4.020023647705662, 4.0618022785993055, 4.052799630003249, 4.022639483404091]","[6.82, 7.226666666666665, 7.491999999999999, 7.817142857142857, 7.951111111111113, 8.752727272727272, 8.712307692307693, 9.234666666666664, 8.995294117647058, 8.88421052631579, 9.09238095238095, 9.603478260869565, 9.6592, 8.87037037037037, 8.968965517241378, 9.14387096774193, 9.214545454545453, 9.022857142857141, 9.716756756756759, 9.819487179487176, 9.81853658536585, 9.373953488372091, 9.570666666666664, 9.254468085106382, 9.378775510204083]"
101,101,"[1.0, 1.408610500610501, 1.5486209097919628, 1.6741882034053048, 1.7095130315908351, 1.8201292663360513, 1.8545343572988648, 1.8950334454794506, 1.8976653367125107, 1.9046562408358105, 1.9111625259793783, 1.9266835913261924, 1.9268259784641777, 1.9315464215740072, 1.993949066160782, 1.9291692335609036, 1.9912743234442742, 1.952956396196554, 1.9787165482088551, 2.006776151331181, 1.9594025030263142, 1.9983873414654543, 1.9561774722580068, 2.012188124679004, 1.9645485228720474]","[3.78, 4.400000000000001, 4.412, 4.725714285714286, 4.502222222222223, 4.905454545454545, 4.884615384615385, 5.006666666666667, 5.023529411764706, 5.074736842105263, 5.007619047619047, 5.123478260869565, 4.959199999999999, 4.914074074074074, 5.211724137931034, 4.9780645161290344, 5.055757575757577, 4.965142857142856, 4.991891891891892, 5.067179487179486, 4.915121951219512, 4.9869767441860455, 4.9448888888888884, 5.000000000000001, 4.904081632653063]"
102,102,"[1.0, 2.335698586844417, 3.285616627402214, 3.8874213727980815, 4.308151650686394, 4.611144096737283, 5.146190472789844, 5.304271994911323, 5.479607540100075, 5.730159115099323, 5.959437281874199, 6.025740912905239, 6.0164406988464725, 6.186957475418095, 6.180951270038259, 6.1935686576887505, 6.536686043247429, 6.456102693488281, 6.373837150094897, 6.674190901979078, 6.6888739860468585, 6.569295300685034, 6.6679346144841425, 6.642197687956956, 7.011530746578928]","[17.7, 18.5, 18.572, 18.754285714285714, 18.64888888888889, 18.62363636363636, 19.270769230769233, 19.218666666666667, 19.56, 19.542105263157893, 19.54952380952381, 19.682608695652174, 19.307199999999998, 19.383703703703702, 19.119999999999997, 19.012903225806454, 20.02727272727272, 19.254285714285718, 19.071891891891884, 19.305128205128206, 19.572195121951225, 19.226976744186047, 19.27466666666667, 19.113191489361704, 19.924489795918362]"
103,103,"[1.0, 2.185262131883312, 2.9172601454594886, 3.524293283815723, 3.6276778466796604, 4.11873837018794, 4.186333748894539, 4.50444519943128, 4.6676628616305225, 4.775390666353476, 4.942616566723303, 4.834249498193928, 5.052449614180301, 5.214137860912665, 5.273328930941256, 5.3052104604336145, 5.166776727447256, 5.262366406166636, 5.292572258344032, 5.490331760182205, 5.449766085999052, 5.601720058105871, 5.540728862039043, 5.581252027453894, 5.493135331712676]","[14.0, 14.446666666666667, 14.723999999999998, 15.10857142857143, 14.762222222222224, 15.221818181818184, 14.780000000000003, 15.03066666666666, 15.136470588235298, 15.138947368421054, 15.553333333333333, 14.723478260869562, 15.189600000000002, 15.147407407407401, 15.39724137931035, 15.612258064516126, 15.049696969696972, 15.325142857142856, 15.194054054054051, 15.531282051282052, 15.647317073170733, 15.608837209302324, 15.556, 15.584680851063824, 15.124081632653061]"
104,104,"[1.0, 1.8341536767326247, 2.3551483230479056, 2.721808482989866, 3.0176535230376835, 3.205664724024186, 3.330307520601491, 3.458126858491768, 3.489629556829247, 3.730175385807854, 3.9594472131556957, 4.051538014875644, 4.1926671791532275, 4.210584632741723, 4.296796720786353, 4.251882865480983, 4.2259282163535365, 4.417357670019266, 4.398277882757938, 4.716564509732395, 4.619976721379213, 4.489223184395654, 4.657912585146439, 4.668013654989095, 4.821772633432449]","[7.94, 8.300000000000004, 8.44, 9.040000000000001, 9.297777777777776, 9.500000000000002, 9.556923076923072, 9.670666666666667, 9.396470588235296, 9.689473684210526, 10.383809523809523, 10.134782608695653, 10.705599999999997, 10.292592592592591, 10.435862068965521, 10.437419354838708, 10.198181818181821, 10.587428571428573, 10.470270270270273, 11.113333333333333, 10.98390243902439, 10.671627906976743, 11.089333333333336, 10.811914893617024, 11.155102040816328]"
105,105,"[1.0, 1.9764300787791504, 2.46863466391448, 2.820273130366549, 3.258678954052747, 3.339472542929268, 3.6361322255867567, 3.8148648293595087, 3.9496976493973244, 4.236220017444356, 4.33128913803693, 4.365412016785125, 4.436828540880281, 4.614354751354886, 4.549416174291256, 4.801355399010578, 4.738786182357397, 4.729557970732905, 4.724271298785899, 5.07434383178215, 4.91341738787703, 5.130383786828276, 5.254445535157145, 4.902104491242228, 5.151315096907492]","[8.76, 9.366666666666664, 9.652, 10.051428571428572, 10.464444444444446, 10.14909090909091, 10.567692307692306, 10.926666666666666, 11.069411764705883, 11.297894736842103, 11.298095238095238, 11.813043478260868, 11.212799999999998, 11.673333333333336, 11.373103448275861, 11.845806451612903, 11.620606060606057, 11.658857142857139, 11.6, 12.152820512820513, 11.91951219512195, 12.164186046511631, 12.431999999999995, 11.599999999999998, 12.165306122448978]"
106,106,"[1.0, 1.942252172492111, 2.3778634473392177, 2.775938159485886, 3.055565990264277, 3.245540057869722, 3.2053523000085478, 3.450849860237075, 3.7297132275227267, 3.823343663922255, 3.8660822218914377, 4.006628856839307, 4.206264033259394, 4.213008739043182, 4.455205879225926, 4.269854635553706, 4.252855552320517, 4.340931467780527, 4.256895926402623, 4.44007289598853, 4.5687356112556925, 4.612547862144673, 4.924826927844934, 4.765666492538172, 4.874158591827566]","[7.96, 8.546666666666669, 8.879999999999999, 9.057142857142857, 9.731111111111106, 9.385454545454547, 9.316923076923077, 9.299999999999997, 10.071764705882357, 10.088421052631578, 9.81238095238095, 10.14608695652174, 10.6416, 10.51925925925926, 11.062068965517245, 10.426451612903229, 10.444242424242427, 10.593714285714288, 10.305945945945945, 10.722564102564101, 10.789756097560975, 10.838604651162791, 11.463555555555557, 10.973617021276597, 11.225714285714284]"
107,107,"[1.0, 2.3008887284670125, 3.262722827390687, 3.987201723516077, 4.613877474087584, 5.174150254373452, 5.5820114701279735, 6.181733763709356, 6.457456167296625, 6.97509462327095, 7.256016492197643, 7.481217403756297, 7.892862349957698, 8.368163991692791, 8.510620844530235, 8.935126180432, 9.018567204124679, 9.103115389285911, 9.374759071247919, 9.445573623839527, 9.577030204415557, 9.695810272126367, 10.103058559216255, 9.997802853473633, 10.174055337435156]","[18.88, 19.52666666666667, 20.699999999999992, 21.89142857142857, 22.87333333333333, 23.71272727272727, 24.74461538461539, 25.870666666666665, 26.5235294117647, 27.625263157894747, 28.388571428571428, 28.600000000000005, 29.35679999999999, 31.598518518518528, 31.07241379310345, 32.63161290322581, 32.841818181818184, 32.81542857142856, 33.483243243243244, 33.584615384615375, 33.38926829268293, 34.04279069767441, 35.479111111111095, 34.63702127659574, 34.86244897959183]"
108,108,"[1.0, 1.223822954822955, 1.274261784998627, 1.314448901147212, 1.342963328679548, 1.3373245924719384, 1.353024117568028, 1.3539934342488993, 1.3607666413138324, 1.371708560614685, 1.3917905155453636, 1.367531041350179, 1.3738230873138984, 1.379870709226821, 1.3768048179061139, 1.3626040289468495, 1.3809442162786163, 1.3866390184469455, 1.3735100090946357, 1.3863354582391247, 1.3731310079690504, 1.3813890342035375, 1.365703844078421, 1.3864418959759208, 1.3799599003027814]","[2.72, 3.3733333333333344, 3.2439999999999998, 3.3628571428571417, 3.397777777777778, 3.2145454545454526, 3.2969230769230764, 3.302666666666667, 3.3517647058823523, 3.3431578947368434, 3.443809523809524, 3.3904347826086956, 3.3543999999999996, 3.3592592592592605, 3.3882758620689644, 3.2838709677419353, 3.373333333333333, 3.37942857142857, 3.3113513513513526, 3.3953846153846166, 3.2829268292682934, 3.2990697674418605, 3.2439999999999984, 3.371063829787234, 3.2893877551020414]"
109,109,"[1.0, 1.4305237213766628, 1.6585836378963312, 1.7109251924471334, 1.8114324655055283, 1.7868658391707637, 1.7796270970693029, 1.8008745810959763, 1.857209511307545, 1.823171897458315, 1.8813522506611682, 1.9051292589904594, 1.8789859687142145, 1.9056598568001535, 1.9039971501909776, 1.8959652306232326, 1.917010090499415, 1.9102108406558436, 1.9189124035204508, 1.9436064658280936, 1.944822512692089, 1.9326373179239928, 1.9488523761770395, 1.9660588036320326, 1.9590720860801663]","[4.42, 4.306666666666667, 4.724000000000001, 4.614285714285713, 4.717777777777778, 4.58, 4.590769230769231, 4.637333333333333, 4.723529411764705, 4.561052631578947, 4.65047619047619, 4.802608695652173, 4.7304, 4.7674074074074095, 4.719310344827586, 4.750322580645161, 4.699999999999999, 4.576571428571429, 4.686486486486486, 4.81948717948718, 4.72780487804878, 4.786046511627905, 4.752888888888888, 4.820425531914894, 4.760408163265305]"
110,110,"[1.0, 1.7935102511867214, 2.0478276065551695, 2.446331115841237, 2.6454870799994756, 2.5822626370836144, 2.7513997139596023, 2.7461562775047104, 2.8214310888891787, 2.8721861402669977, 2.851892543567122, 2.9430863138665124, 3.0016860169921773, 2.9696738002288083, 2.9352765944393764, 3.0026834795220516, 2.9248234408657123, 3.003052542551833, 3.00352244305292, 3.005540699683162, 3.045488116811802, 3.1179926769771016, 2.9520875091347745, 3.1285829529152913, 3.0182475456334457]","[8.32, 7.979999999999997, 8.443999999999999, 8.562857142857142, 8.737777777777778, 8.681818181818185, 8.776923076923076, 8.489333333333335, 8.730588235294118, 8.770526315789471, 8.76952380952381, 8.923478260869564, 8.8184, 8.951111111111112, 8.85862068965517, 8.88709677419355, 8.794545454545457, 8.997714285714284, 8.775135135135137, 8.922564102564099, 8.953170731707317, 9.004651162790694, 8.822222222222221, 9.058297872340427, 8.741632653061226]"
111,111,"[1.0, 1.8397618819089403, 2.3549008496117927, 2.7973906047649564, 2.929282838640237, 3.301463812772705, 3.333274428104385, 3.571477021219297, 3.646911316675438, 3.753977639219936, 3.692080954047426, 3.991337597255101, 4.004119247715691, 4.136893810378978, 4.066814680738531, 4.003116533212355, 4.17792540043459, 4.271207713976489, 4.388621093751059, 4.33247172544303, 4.404057648451336, 4.198650069882499, 4.511928275574081, 4.436158130955587, 4.394143578575015]","[7.7, 8.219999999999999, 8.371999999999998, 8.988571428571426, 8.893333333333333, 9.68, 9.418461538461539, 9.842666666666668, 9.727058823529411, 9.779999999999996, 9.679047619047621, 10.37478260869565, 10.404000000000002, 10.236296296296297, 10.17379310344828, 10.038064516129031, 10.346060606060608, 10.622857142857143, 10.590270270270269, 10.562564102564103, 10.392682926829268, 10.131162790697674, 10.748000000000001, 10.434893617021274, 10.434693877551018]"
112,112,"[1.0, 1.9024147339588513, 2.4605645664976974, 2.7279686520752646, 2.9427648475876453, 3.0234425447544067, 3.1626390408052276, 3.53766249945587, 3.513399578976543, 3.6457036970774324, 3.794716611995076, 3.9174319332996985, 3.995680344689823, 4.145626132034048, 4.161045332889928, 4.126205366348746, 4.305861639317326, 4.108096245875356, 4.220924817713698, 4.158127818097376, 4.405398256251259, 4.3846174579630395, 4.41257315340139, 4.36436873041391, 4.351023110654824]","[7.94, 8.3, 9.004, 8.962857142857144, 8.860000000000001, 8.87090909090909, 9.10153846153846, 9.894666666666668, 9.611764705882354, 9.55157894736842, 9.822857142857144, 10.208695652173912, 10.120800000000001, 10.51925925925926, 10.23793103448276, 10.074193548387093, 10.352121212121212, 10.156000000000002, 10.38, 10.145128205128202, 10.340975609756095, 10.486976744186046, 10.662222222222224, 10.383829787234042, 10.306938775510202]"
113,113,"[1.0, 2.207042174949632, 2.9884557842076243, 3.5137035427485848, 4.09730972603168, 4.619606101044952, 4.730814859381625, 4.990622259184497, 5.234998420536539, 5.516254650536395, 5.632756889209762, 5.917769186359829, 5.934287401721143, 5.853478590108803, 6.135613785256143, 6.189196594553689, 6.2608078014031205, 6.482660761853717, 6.627946536384131, 6.981258283639135, 6.769308634384794, 7.22955398774705, 6.9200126517756875, 7.034922968482851, 7.102012292277444]","[13.78, 14.100000000000005, 14.572000000000005, 14.834285714285713, 15.30222222222222, 15.721818181818183, 15.687692307692307, 15.703999999999997, 15.803529411764705, 16.23578947368421, 16.128571428571426, 16.514782608695654, 16.624799999999997, 16.319999999999997, 16.74206896551724, 16.60322580645161, 16.52181818181818, 16.644571428571425, 17.04648648648649, 17.540512820512824, 16.898536585365857, 17.701395348837213, 17.19333333333333, 17.321276595744674, 17.655510204081633]"
114,114,"[1.0, 1.8346364542077627, 2.3671397396407152, 2.668486009373889, 3.084716752267377, 3.25201173608856, 3.39888923830552, 3.4810879586547414, 3.770199925132351, 3.548307745080194, 4.020690169738989, 3.9816441792959574, 4.073082054706209, 3.932111129781248, 4.222934714797564, 4.037901191510044, 4.260894021895855, 4.232943127972065, 4.277698152381323, 4.278580848885337, 4.323290802798683, 4.304907107047377, 4.545027867486543, 4.528830045642674, 4.545545078482946]","[7.76, 8.3, 8.563999999999997, 8.834285714285713, 9.611111111111114, 9.303636363636365, 9.563076923076926, 9.598666666666666, 10.207058823529412, 9.658947368421055, 10.307619047619049, 9.818260869565217, 10.3528, 10.016296296296296, 10.646206896551723, 9.927741935483873, 10.4830303030303, 10.496571428571434, 10.329189189189185, 10.30410256410256, 10.337073170731706, 10.29906976744186, 10.896444444444448, 10.749787234042548, 10.75877551020408]"
115,115,"[1.0, 1.4591738816738817, 1.6216030798406962, 1.6751901124104935, 1.7121968584927538, 1.8123804426691859, 1.8015259693524621, 1.8288767895007099, 1.8682570139970047, 1.8568864158277965, 1.8466574737692798, 1.8876233794530612, 1.9043411498212146, 1.8738141926154765, 1.938720052444175, 1.8864130983000549, 1.9544802981145404, 1.956566931766327, 1.947893954925261, 1.9229596456136948, 1.9422718555374334, 1.9420080721686912, 1.9432764228323753, 1.93306694020174, 1.9377720916167198]","[3.74, 4.560000000000001, 4.632000000000001, 4.588571428571428, 4.464444444444444, 4.6836363636363645, 4.667692307692309, 4.724, 4.774117647058825, 4.630526315789474, 4.623809523809524, 4.702608695652175, 4.756800000000001, 4.633333333333335, 4.781379310344827, 4.663870967741935, 4.7721212121212115, 4.746857142857143, 4.881621621621622, 4.818461538461539, 4.7804878048780495, 4.686976744186047, 4.705777777777776, 4.73063829787234, 4.713061224489796]"
116,116,"[1.0, 2.1116161093247854, 2.8659631215288033, 3.3293829620250572, 3.755788281913729, 3.943257273705905, 4.090587721091057, 4.322138736880968, 4.406750414616596, 4.650144100438361, 4.6740226589081635, 4.7880229933558915, 4.672392926259029, 4.817172221101411, 4.873380522240132, 5.022269686934736, 5.008910815834779, 5.091310495964858, 4.966201173512953, 5.173714940081291, 5.232966728570338, 5.2493788177194896, 5.298280461013622, 5.167519531758452, 5.277732245131217]","[13.04, 13.119999999999997, 13.671999999999993, 13.61714285714286, 13.800000000000002, 14.263636363636365, 14.101538461538462, 14.106666666666667, 14.249411764705883, 14.413684210526322, 14.383809523809523, 14.328695652173911, 14.063999999999997, 14.29777777777778, 14.291724137931034, 14.619999999999997, 14.411515151515145, 14.726285714285716, 14.154594594594595, 14.482564102564101, 14.458048780487804, 14.74046511627907, 14.692000000000005, 14.461702127659576, 14.478775510204077]"
117,117,"[1.0, 2.1815565625121356, 2.928546232401382, 3.4724253354316152, 3.7564165301110473, 3.898727553632851, 4.341395381865262, 4.509844641828683, 4.748313651433796, 4.850567046712853, 5.245532673169013, 5.318918433734252, 5.285068657115347, 5.552763206304746, 5.728181438401392, 6.041448552556272, 5.58061063059881, 6.2262944998059595, 5.971406053322527, 6.277282651616666, 6.2298584158158645, 6.009237903337746, 6.129902178926367, 6.699111935533881, 6.577969811607428]","[11.68, 12.099999999999998, 12.611999999999997, 13.274285714285714, 13.046666666666667, 12.814545454545453, 13.744615384615383, 13.94533333333333, 13.803529411764705, 13.823157894736841, 14.640952380952381, 14.515652173913047, 14.144, 14.841481481481482, 14.671034482758621, 15.61354838709677, 14.390303030303032, 15.560000000000002, 14.803243243243244, 15.489230769230769, 15.246829268292679, 14.559534883720925, 14.836444444444444, 16.0331914893617, 16.01102040816326]"
118,118,"[1.0, 2.105424052025209, 2.707258137120024, 3.2690659528568897, 3.5964172633391187, 3.7691095308015026, 4.141199284719371, 4.210317665926398, 4.413652732511279, 4.826461228172228, 4.6430504168132005, 5.075803390209431, 5.127610069072326, 5.270609141086067, 5.1988449601398, 5.605226573775741, 5.642252437765252, 5.867515236786069, 5.818596306449256, 6.075125820804698, 5.85141796925682, 6.414123901036751, 6.258039149057016, 6.665635424924184, 6.830946101873738]","[10.7, 11.3, 11.471999999999998, 12.485714285714284, 12.257777777777775, 12.485454545454543, 12.967692307692303, 12.952, 12.882352941176475, 13.470526315789476, 12.953333333333335, 13.953043478260865, 13.879200000000003, 13.823703703703709, 13.646206896551725, 14.798064516129035, 14.629090909090912, 14.908, 14.827027027027022, 15.354358974358977, 14.38926829268293, 15.799534883720932, 15.27866666666667, 16.3131914893617, 16.57142857142857]"
119,119,"[1.0, 2.1428922532232133, 2.7321176875362365, 3.3122835662270655, 3.57624038926056, 3.865065515746423, 4.232205106824088, 4.269039113302118, 4.5329909397278785, 4.7552528282977455, 4.679390804217212, 4.772391035489906, 4.984941283895026, 5.306279214064359, 5.305387735363808, 5.230771702593232, 5.369137463649621, 5.586937932899528, 5.611788874837132, 5.414744239032031, 5.806786478634583, 5.599630872672812, 5.687616718180879, 5.748311476529035, 6.014696979007319]","[10.54, 11.586666666666668, 11.776000000000002, 12.522857142857145, 12.495555555555551, 12.594545454545456, 12.827692307692308, 12.513333333333332, 12.882352941176471, 13.209473684210527, 12.824761904761903, 12.980869565217397, 13.148, 13.85555555555556, 13.635172413793105, 13.432258064516128, 13.327272727272728, 14.066285714285714, 14.156756756756751, 13.390769230769228, 14.345853658536585, 13.818139534883716, 13.929333333333332, 13.656170212765957, 14.453877551020405]"
120,120,"[1.0, 2.2702505508171793, 2.868922821913848, 3.291070254465268, 3.6446550042842647, 3.8100450039347673, 3.980525701825197, 4.155035981610183, 4.295334440193546, 4.384016399001729, 4.425657013987531, 4.586277678417124, 4.500050906706879, 4.529527979684358, 4.582479370430001, 4.6405484933647765, 4.682393343854875, 4.651430538349669, 4.714630686594375, 4.777318950501086, 4.72972987089251, 4.752005433982649, 4.8337266553904366, 4.818146946605969, 4.826959732152361]","[19.0, 19.23333333333333, 19.168000000000006, 19.285714285714292, 19.113333333333333, 19.21818181818182, 19.216923076923077, 19.217333333333332, 19.35411764705882, 19.270526315789475, 19.300952380952378, 19.5895652173913, 19.136, 19.280740740740747, 19.363448275862066, 19.280645161290327, 19.355151515151515, 19.20285714285714, 19.287027027027026, 19.319487179487183, 19.273170731707317, 19.222790697674412, 19.251555555555555, 19.339148936170208, 19.30775510204081]"
121,121,"[1.0, 1.2969778913896564, 1.3918950372999368, 1.4706382316030469, 1.456450792399115, 1.4739684289394546, 1.4737200543165239, 1.4882904728112911, 1.4993243482834056, 1.4964350138170268, 1.5009361872016782, 1.521683753078618, 1.5083813927175334, 1.5071849318714499, 1.516050753973017, 1.5121251752396696, 1.519154963476203, 1.5255360256560495, 1.510397788052107, 1.502602089306086, 1.5236960543509317, 1.5187870769997593, 1.5137123196572404, 1.5204918846381081, 1.5152149558399233]","[4.82, 4.8533333333333335, 5.028, 5.257142857142855, 5.164444444444444, 5.092727272727272, 5.106153846153845, 5.141333333333335, 5.178823529411765, 5.175789473684212, 5.248571428571429, 5.316521739130435, 5.323199999999998, 5.078518518518519, 5.280689655172414, 5.249677419354839, 5.296969696969698, 5.265142857142855, 5.194054054054053, 5.113333333333332, 5.195121951219512, 5.158604651162791, 5.168444444444444, 5.3034042553191485, 5.144081632653061]"
